pair_id,family,compound_id,protein_id,compound_index,protein_index,y_row,y_col,y
NR_00000251,nuclear_receptor,D00930,hsa2103,34,4,4,34,0
NR_00000252,nuclear_receptor,D00950,hsa2103,35,4,4,35,0
NR_00000253,nuclear_receptor,D00951,hsa2103,36,4,4,36,0
NR_00000254,nuclear_receptor,D00954,hsa2103,37,4,4,37,0
NR_00000255,nuclear_receptor,D00956,hsa2103,38,4,4,38,0
NR_00000256,nuclear_receptor,D00961,hsa2103,39,4,4,39,0
NR_00000257,nuclear_receptor,D00962,hsa2103,40,4,4,40,0
NR_00000258,nuclear_receptor,D00965,hsa2103,41,4,4,41,0
NR_00000259,nuclear_receptor,D01115,hsa2103,42,4,4,42,0
NR_00000260,nuclear_receptor,D01132,hsa2103,43,4,4,43,0
NR_00000261,nuclear_receptor,D01161,hsa2103,44,4,4,44,0
NR_00000262,nuclear_receptor,D01217,hsa2103,45,4,4,45,0
NR_00000263,nuclear_receptor,D01294,hsa2103,46,4,4,46,0
NR_00000264,nuclear_receptor,D01387,hsa2103,47,4,4,47,0
NR_00000265,nuclear_receptor,D01441,hsa2103,48,4,4,48,0
NR_00000266,nuclear_receptor,D01689,hsa2103,49,4,4,49,0
NR_00000267,nuclear_receptor,D02217,hsa2103,50,4,4,50,0
NR_00000268,nuclear_receptor,D02367,hsa2103,51,4,4,51,0
NR_00000269,nuclear_receptor,D04066,hsa2103,52,4,4,52,0
NR_00000270,nuclear_receptor,D05341,hsa2103,53,4,4,53,0
NR_00000271,nuclear_receptor,D00040,hsa2104,0,5,5,0,0
NR_00000272,nuclear_receptor,D00066,hsa2104,1,5,5,1,0
NR_00000273,nuclear_receptor,D00067,hsa2104,2,5,5,2,0
NR_00000274,nuclear_receptor,D00075,hsa2104,3,5,5,3,0
NR_00000275,nuclear_receptor,D00088,hsa2104,4,5,5,4,0
NR_00000276,nuclear_receptor,D00094,hsa2104,5,5,5,5,0
NR_00000277,nuclear_receptor,D00105,hsa2104,6,5,5,6,0
NR_00000278,nuclear_receptor,D00129,hsa2104,7,5,5,7,0
NR_00000279,nuclear_receptor,D00143,hsa2104,8,5,5,8,0
NR_00000280,nuclear_receptor,D00163,hsa2104,9,5,5,9,0
NR_00000281,nuclear_receptor,D00182,hsa2104,10,5,5,10,0
NR_00000282,nuclear_receptor,D00187,hsa2104,11,5,5,11,0
NR_00000283,nuclear_receptor,D00188,hsa2104,12,5,5,12,0
NR_00000284,nuclear_receptor,D00211,hsa2104,13,5,5,13,0
NR_00000285,nuclear_receptor,D00246,hsa2104,14,5,5,14,0
NR_00000286,nuclear_receptor,D00279,hsa2104,15,5,5,15,0
NR_00000287,nuclear_receptor,D00299,hsa2104,16,5,5,16,0
NR_00000288,nuclear_receptor,D00312,hsa2104,17,5,5,17,0
NR_00000289,nuclear_receptor,D00316,hsa2104,18,5,5,18,0
NR_00000290,nuclear_receptor,D00327,hsa2104,19,5,5,19,0
NR_00000291,nuclear_receptor,D00348,hsa2104,20,5,5,20,0
NR_00000292,nuclear_receptor,D00443,hsa2104,21,5,5,21,0
NR_00000293,nuclear_receptor,D00462,hsa2104,22,5,5,22,0
NR_00000294,nuclear_receptor,D00506,hsa2104,23,5,5,23,0
NR_00000295,nuclear_receptor,D00554,hsa2104,24,5,5,24,0
NR_00000296,nuclear_receptor,D00565,hsa2104,25,5,5,25,0
NR_00000297,nuclear_receptor,D00577,hsa2104,26,5,5,26,1
NR_00000298,nuclear_receptor,D00585,hsa2104,27,5,5,27,0
NR_00000299,nuclear_receptor,D00586,hsa2104,28,5,5,28,0
NR_00000300,nuclear_receptor,D00596,hsa2104,29,5,5,29,0
NR_00000301,nuclear_receptor,D00627,hsa2104,30,5,5,30,0
NR_00000302,nuclear_receptor,D00690,hsa2104,31,5,5,31,0
NR_00000303,nuclear_receptor,D00730,hsa2104,32,5,5,32,0
NR_00000304,nuclear_receptor,D00898,hsa2104,33,5,5,33,0
NR_00000305,nuclear_receptor,D00930,hsa2104,34,5,5,34,0
NR_00000306,nuclear_receptor,D00950,hsa2104,35,5,5,35,0
NR_00000307,nuclear_receptor,D00951,hsa2104,36,5,5,36,0
NR_00000308,nuclear_receptor,D00954,hsa2104,37,5,5,37,0
NR_00000309,nuclear_receptor,D00956,hsa2104,38,5,5,38,0
NR_00000310,nuclear_receptor,D00961,hsa2104,39,5,5,39,0
NR_00000311,nuclear_receptor,D00962,hsa2104,40,5,5,40,0
NR_00000312,nuclear_receptor,D00965,hsa2104,41,5,5,41,0
NR_00000313,nuclear_receptor,D01115,hsa2104,42,5,5,42,0
NR_00000314,nuclear_receptor,D01132,hsa2104,43,5,5,43,0
NR_00000315,nuclear_receptor,D01161,hsa2104,44,5,5,44,0
NR_00000316,nuclear_receptor,D01217,hsa2104,45,5,5,45,0
NR_00000317,nuclear_receptor,D01294,hsa2104,46,5,5,46,0
NR_00000318,nuclear_receptor,D01387,hsa2104,47,5,5,47,0
NR_00000319,nuclear_receptor,D01441,hsa2104,48,5,5,48,0
NR_00000320,nuclear_receptor,D01689,hsa2104,49,5,5,49,0
NR_00000321,nuclear_receptor,D02217,hsa2104,50,5,5,50,0
NR_00000322,nuclear_receptor,D02367,hsa2104,51,5,5,51,0
NR_00000323,nuclear_receptor,D04066,hsa2104,52,5,5,52,0
NR_00000324,nuclear_receptor,D05341,hsa2104,53,5,5,53,0
NR_00000325,nuclear_receptor,D00040,hsa2908,0,6,6,0,0
NR_00000326,nuclear_receptor,D00066,hsa2908,1,6,6,1,0
NR_00000327,nuclear_receptor,D00067,hsa2908,2,6,6,2,0
NR_00000328,nuclear_receptor,D00075,hsa2908,3,6,6,3,0
NR_00000329,nuclear_receptor,D00088,hsa2908,4,6,6,4,1
NR_00000330,nuclear_receptor,D00094,hsa2908,5,6,6,5,0
NR_00000331,nuclear_receptor,D00105,hsa2908,6,6,6,6,0
NR_00000332,nuclear_receptor,D00129,hsa2908,7,6,6,7,0
NR_00000333,nuclear_receptor,D00143,hsa2908,8,6,6,8,0
NR_00000334,nuclear_receptor,D00163,hsa2908,9,6,6,9,0
NR_00000335,nuclear_receptor,D00182,hsa2908,10,6,6,10,0
NR_00000336,nuclear_receptor,D00187,hsa2908,11,6,6,11,0
NR_00000337,nuclear_receptor,D00188,hsa2908,12,6,6,12,0
NR_00000338,nuclear_receptor,D00211,hsa2908,13,6,6,13,0
NR_00000339,nuclear_receptor,D00246,hsa2908,14,6,6,14,1
NR_00000340,nuclear_receptor,D00279,hsa2908,15,6,6,15,0
NR_00000341,nuclear_receptor,D00299,hsa2908,16,6,6,16,0
NR_00000342,nuclear_receptor,D00312,hsa2908,17,6,6,17,0
NR_00000343,nuclear_receptor,D00316,hsa2908,18,6,6,18,0
NR_00000344,nuclear_receptor,D00327,hsa2908,19,6,6,19,0
NR_00000345,nuclear_receptor,D00348,hsa2908,20,6,6,20,0
NR_00000346,nuclear_receptor,D00443,hsa2908,21,6,6,21,0
NR_00000347,nuclear_receptor,D00462,hsa2908,22,6,6,22,0
NR_00000348,nuclear_receptor,D00506,hsa2908,23,6,6,23,0
NR_00000349,nuclear_receptor,D00554,hsa2908,24,6,6,24,0
NR_00000350,nuclear_receptor,D00565,hsa2908,25,6,6,25,0
NR_00000351,nuclear_receptor,D00577,hsa2908,26,6,6,26,0
NR_00000352,nuclear_receptor,D00585,hsa2908,27,6,6,27,1
NR_00000353,nuclear_receptor,D00586,hsa2908,28,6,6,28,0
NR_00000354,nuclear_receptor,D00596,hsa2908,29,6,6,29,0
NR_00000355,nuclear_receptor,D00627,hsa2908,30,6,6,30,0
NR_00000356,nuclear_receptor,D00690,hsa2908,31,6,6,31,0
NR_00000357,nuclear_receptor,D00730,hsa2908,32,6,6,32,0
NR_00000358,nuclear_receptor,D00898,hsa2908,33,6,6,33,0
NR_00000359,nuclear_receptor,D00930,hsa2908,34,6,6,34,0
NR_00000360,nuclear_receptor,D00950,hsa2908,35,6,6,35,0
NR_00000361,nuclear_receptor,D00951,hsa2908,36,6,6,36,0
NR_00000362,nuclear_receptor,D00954,hsa2908,37,6,6,37,0
NR_00000363,nuclear_receptor,D00956,hsa2908,38,6,6,38,0
NR_00000364,nuclear_receptor,D00961,hsa2908,39,6,6,39,0
NR_00000365,nuclear_receptor,D00962,hsa2908,40,6,6,40,0
NR_00000366,nuclear_receptor,D00965,hsa2908,41,6,6,41,0
NR_00000367,nuclear_receptor,D01115,hsa2908,42,6,6,42,0
NR_00000368,nuclear_receptor,D01132,hsa2908,43,6,6,43,0
NR_00000369,nuclear_receptor,D01161,hsa2908,44,6,6,44,0
NR_00000370,nuclear_receptor,D01217,hsa2908,45,6,6,45,0
NR_00000371,nuclear_receptor,D01294,hsa2908,46,6,6,46,0
NR_00000372,nuclear_receptor,D01387,hsa2908,47,6,6,47,1
NR_00000373,nuclear_receptor,D01441,hsa2908,48,6,6,48,0
NR_00000374,nuclear_receptor,D01689,hsa2908,49,6,6,49,1
NR_00000375,nuclear_receptor,D02217,hsa2908,50,6,6,50,0
NR_00000376,nuclear_receptor,D02367,hsa2908,51,6,6,51,0
NR_00000377,nuclear_receptor,D04066,hsa2908,52,6,6,52,0
NR_00000378,nuclear_receptor,D05341,hsa2908,53,6,6,53,0
NR_00000379,nuclear_receptor,D00040,hsa3174,0,7,7,0,0
NR_00000380,nuclear_receptor,D00066,hsa3174,1,7,7,1,0
NR_00000381,nuclear_receptor,D00067,hsa3174,2,7,7,2,0
NR_00000382,nuclear_receptor,D00075,hsa3174,3,7,7,3,0
NR_00000383,nuclear_receptor,D00088,hsa3174,4,7,7,4,0
NR_00000384,nuclear_receptor,D00094,hsa3174,5,7,7,5,0
NR_00000385,nuclear_receptor,D00105,hsa3174,6,7,7,6,0
NR_00000386,nuclear_receptor,D00129,hsa3174,7,7,7,7,0
NR_00000387,nuclear_receptor,D00143,hsa3174,8,7,7,8,0
NR_00000388,nuclear_receptor,D00163,hsa3174,9,7,7,9,0
