pair_id,family,compound_id,protein_id,compound_index,protein_index,y_row,y_col,y
ENZ_00000110,enzyme,D00416,hsa10,109,0,0,109,0
ENZ_00000111,enzyme,D00417,hsa10,110,0,0,110,0
ENZ_00000112,enzyme,D00418,hsa10,111,0,0,111,0
ENZ_00000113,enzyme,D00421,hsa10,112,0,0,112,0
ENZ_00000114,enzyme,D00423,hsa10,113,0,0,113,0
ENZ_00000115,enzyme,D00425,hsa10,114,0,0,114,0
ENZ_00000116,enzyme,D00434,hsa10,115,0,0,115,0
ENZ_00000117,enzyme,D00437,hsa10,116,0,0,116,0
ENZ_00000118,enzyme,D00448,hsa10,117,0,0,117,1
ENZ_00000119,enzyme,D00449,hsa10,118,0,0,118,0
ENZ_00000120,enzyme,D00451,hsa10,119,0,0,119,0
ENZ_00000121,enzyme,D00452,hsa10,120,0,0,120,0
ENZ_00000122,enzyme,D00454,hsa10,121,0,0,121,0
ENZ_00000123,enzyme,D00455,hsa10,122,0,0,122,0
ENZ_00000124,enzyme,D00459,hsa10,123,0,0,123,0
ENZ_00000125,enzyme,D00463,hsa10,124,0,0,124,0
ENZ_00000126,enzyme,D00475,hsa10,125,0,0,125,0
ENZ_00000127,enzyme,D00487,hsa10,126,0,0,126,0
ENZ_00000128,enzyme,D00488,hsa10,127,0,0,127,0
ENZ_00000129,enzyme,D00494,hsa10,128,0,0,128,0
ENZ_00000130,enzyme,D00496,hsa10,129,0,0,129,0
ENZ_00000131,enzyme,D00501,hsa10,130,0,0,130,0
ENZ_00000132,enzyme,D00503,hsa10,131,0,0,131,0
ENZ_00000133,enzyme,D00505,hsa10,132,0,0,132,0
ENZ_00000134,enzyme,D00510,hsa10,133,0,0,133,0
ENZ_00000135,enzyme,D00512,hsa10,134,0,0,134,0
ENZ_00000136,enzyme,D00513,hsa10,135,0,0,135,0
ENZ_00000137,enzyme,D00515,hsa10,136,0,0,136,0
ENZ_00000138,enzyme,D00516,hsa10,137,0,0,137,0
ENZ_00000139,enzyme,D00518,hsa10,138,0,0,138,0
ENZ_00000140,enzyme,D00519,hsa10,139,0,0,139,0
ENZ_00000141,enzyme,D00521,hsa10,140,0,0,140,0
ENZ_00000142,enzyme,D00528,hsa10,141,0,0,141,0
ENZ_00000143,enzyme,D00530,hsa10,142,0,0,142,0
ENZ_00000144,enzyme,D00533,hsa10,143,0,0,143,0
ENZ_00000145,enzyme,D00535,hsa10,144,0,0,144,0
ENZ_00000146,enzyme,D00536,hsa10,145,0,0,145,0
ENZ_00000147,enzyme,D00537,hsa10,146,0,0,146,0
ENZ_00000148,enzyme,D00538,hsa10,147,0,0,147,0
ENZ_00000149,enzyme,D00542,hsa10,148,0,0,148,0
ENZ_00000150,enzyme,D00543,hsa10,149,0,0,149,0
ENZ_00000151,enzyme,D00544,hsa10,150,0,0,150,0
ENZ_00000152,enzyme,D00545,hsa10,151,0,0,151,0
ENZ_00000153,enzyme,D00546,hsa10,152,0,0,152,0
ENZ_00000154,enzyme,D00547,hsa10,153,0,0,153,0
ENZ_00000155,enzyme,D00549,hsa10,154,0,0,154,0
ENZ_00000156,enzyme,D00550,hsa10,155,0,0,155,0
ENZ_00000157,enzyme,D00560,hsa10,156,0,0,156,0
ENZ_00000158,enzyme,D00562,hsa10,157,0,0,157,0
ENZ_00000159,enzyme,D00563,hsa10,158,0,0,158,0
ENZ_00000160,enzyme,D00566,hsa10,159,0,0,159,0
ENZ_00000161,enzyme,D00567,hsa10,160,0,0,160,0
ENZ_00000162,enzyme,D00568,hsa10,161,0,0,161,0
ENZ_00000163,enzyme,D00569,hsa10,162,0,0,162,0
ENZ_00000164,enzyme,D00574,hsa10,163,0,0,163,0
ENZ_00000165,enzyme,D00577,hsa10,164,0,0,164,0
ENZ_00000166,enzyme,D00579,hsa10,165,0,0,165,0
ENZ_00000167,enzyme,D00584,hsa10,166,0,0,166,0
ENZ_00000168,enzyme,D00593,hsa10,167,0,0,167,0
ENZ_00000169,enzyme,D00596,hsa10,168,0,0,168,0
ENZ_00000170,enzyme,D00620,hsa10,169,0,0,169,0
ENZ_00000171,enzyme,D00621,hsa10,170,0,0,170,0
ENZ_00000172,enzyme,D00622,hsa10,171,0,0,171,0
ENZ_00000173,enzyme,D00623,hsa10,172,0,0,172,0
ENZ_00000174,enzyme,D00624,hsa10,173,0,0,173,0
ENZ_00000175,enzyme,D00625,hsa10,174,0,0,174,0
ENZ_00000176,enzyme,D00630,hsa10,175,0,0,175,0
ENZ_00000177,enzyme,D00650,hsa10,176,0,0,176,0
ENZ_00000178,enzyme,D00651,hsa10,177,0,0,177,0
ENZ_00000179,enzyme,D00652,hsa10,178,0,0,178,0
ENZ_00000180,enzyme,D00653,hsa10,179,0,0,179,0
ENZ_00000181,enzyme,D00654,hsa10,180,0,0,180,0
ENZ_00000182,enzyme,D00655,hsa10,181,0,0,181,0
ENZ_00000183,enzyme,D00656,hsa10,182,0,0,182,0
ENZ_00000184,enzyme,D00658,hsa10,183,0,0,183,0
ENZ_00000185,enzyme,D00667,hsa10,184,0,0,184,0
ENZ_00000186,enzyme,D00670,hsa10,185,0,0,185,0
ENZ_00000187,enzyme,D00691,hsa10,186,0,0,186,0
ENZ_00000188,enzyme,D00703,hsa10,187,0,0,187,0
ENZ_00000189,enzyme,D00709,hsa10,188,0,0,188,0
ENZ_00000190,enzyme,D00726,hsa10,189,0,0,189,0
ENZ_00000191,enzyme,D00733,hsa10,190,0,0,190,0
ENZ_00000192,enzyme,D00749,hsa10,191,0,0,191,0
ENZ_00000193,enzyme,D00752,hsa10,192,0,0,192,0
ENZ_00000194,enzyme,D00753,hsa10,193,0,0,193,0
ENZ_00000195,enzyme,D00762,hsa10,194,0,0,194,0
ENZ_00000196,enzyme,D00771,hsa10,195,0,0,195,0
ENZ_00000197,enzyme,D00781,hsa10,196,0,0,196,0
ENZ_00000198,enzyme,D00785,hsa10,197,0,0,197,0
ENZ_00000199,enzyme,D00786,hsa10,198,0,0,198,0
ENZ_00000200,enzyme,D00805,hsa10,199,0,0,199,0
ENZ_00000201,enzyme,D00810,hsa10,200,0,0,200,0
ENZ_00000202,enzyme,D00813,hsa10,201,0,0,201,0
ENZ_00000203,enzyme,D00826,hsa10,202,0,0,202,0
ENZ_00000204,enzyme,D00827,hsa10,203,0,0,203,0
ENZ_00000205,enzyme,D00829,hsa10,204,0,0,204,0
ENZ_00000206,enzyme,D00882,hsa10,205,0,0,205,0
ENZ_00000207,enzyme,D00884,hsa10,206,0,0,206,0
ENZ_00000208,enzyme,D00885,hsa10,207,0,0,207,0
ENZ_00000209,enzyme,D00887,hsa10,208,0,0,208,0
ENZ_00000210,enzyme,D00889,hsa10,209,0,0,209,0
ENZ_00000211,enzyme,D00892,hsa10,210,0,0,210,0
ENZ_00000212,enzyme,D00893,hsa10,211,0,0,211,0
ENZ_00000213,enzyme,D00900,hsa10,212,0,0,212,0
ENZ_00000214,enzyme,D00902,hsa10,213,0,0,213,0
ENZ_00000215,enzyme,D00903,hsa10,214,0,0,214,0
ENZ_00000216,enzyme,D00904,hsa10,215,0,0,215,0
ENZ_00000217,enzyme,D00947,hsa10,216,0,0,216,0
ENZ_00000218,enzyme,D00960,hsa10,217,0,0,217,0
ENZ_00000219,enzyme,D00963,hsa10,218,0,0,218,0
ENZ_00000220,enzyme,D00964,hsa10,219,0,0,219,0
ENZ_00000221,enzyme,D00965,hsa10,220,0,0,220,0
ENZ_00000222,enzyme,D00968,hsa10,221,0,0,221,0
ENZ_00000223,enzyme,D00969,hsa10,222,0,0,222,0
ENZ_00000224,enzyme,D00970,hsa10,223,0,0,223,0
ENZ_00000225,enzyme,D00994,hsa10,224,0,0,224,0
ENZ_00000226,enzyme,D00995,hsa10,225,0,0,225,0
ENZ_00000227,enzyme,D00998,hsa10,226,0,0,226,0
ENZ_00000228,enzyme,D01001,hsa10,227,0,0,227,0
ENZ_00000229,enzyme,D01027,hsa10,228,0,0,228,0
ENZ_00000230,enzyme,D01061,hsa10,229,0,0,229,0
ENZ_00000231,enzyme,D01064,hsa10,230,0,0,230,0
ENZ_00000232,enzyme,D01069,hsa10,231,0,0,231,0
ENZ_00000233,enzyme,D01071,hsa10,232,0,0,232,0
ENZ_00000234,enzyme,D01097,hsa10,233,0,0,233,0
ENZ_00000235,enzyme,D01118,hsa10,234,0,0,234,0
ENZ_00000236,enzyme,D01119,hsa10,235,0,0,235,0
ENZ_00000237,enzyme,D01122,hsa10,236,0,0,236,0
ENZ_00000238,enzyme,D01133,hsa10,237,0,0,237,0
ENZ_00000239,enzyme,D01136,hsa10,238,0,0,238,0
ENZ_00000240,enzyme,D01164,hsa10,239,0,0,239,0
ENZ_00000241,enzyme,D01180,hsa10,240,0,0,240,0
ENZ_00000242,enzyme,D01183,hsa10,241,0,0,241,0
ENZ_00000243,enzyme,D01196,hsa10,242,0,0,242,0
ENZ_00000244,enzyme,D01198,hsa10,243,0,0,243,0
ENZ_00000245,enzyme,D01211,hsa10,244,0,0,244,0
ENZ_00000246,enzyme,D01223,hsa10,245,0,0,245,0
ENZ_00000247,enzyme,D01228,hsa10,246,0,0,246,0
ENZ_00000248,enzyme,D01240,hsa10,247,0,0,247,0
ENZ_00000249,enzyme,D01256,hsa10,248,0,0,248,0
ENZ_00000250,enzyme,D01264,hsa10,249,0,0,249,0
ENZ_00000251,enzyme,D01275,hsa10,250,0,0,250,0
ENZ_00000252,enzyme,D01276,hsa10,251,0,0,251,0
ENZ_00000253,enzyme,D01325,hsa10,252,0,0,252,0
ENZ_00000254,enzyme,D01332,hsa10,253,0,0,253,0
ENZ_00000255,enzyme,D01346,hsa10,254,0,0,254,0
ENZ_00000256,enzyme,D01364,hsa10,255,0,0,255,0
ENZ_00000257,enzyme,D01367,hsa10,256,0,0,256,0
ENZ_00000258,enzyme,D01370,hsa10,257,0,0,257,0
ENZ_00000259,enzyme,D01397,hsa10,258,0,0,258,0
ENZ_00000260,enzyme,D01425,hsa10,259,0,0,259,0
ENZ_00000261,enzyme,D01432,hsa10,260,0,0,260,0
ENZ_00000262,enzyme,D01441,hsa10,261,0,0,261,0
ENZ_00000263,enzyme,D01475,hsa10,262,0,0,262,0
ENZ_00000264,enzyme,D01513,hsa10,263,0,0,263,0
ENZ_00000265,enzyme,D01547,hsa10,264,0,0,264,0
ENZ_00000266,enzyme,D01549,hsa10,265,0,0,265,0
ENZ_00000267,enzyme,D01565,hsa10,266,0,0,266,0
ENZ_00000268,enzyme,D01578,hsa10,267,0,0,267,0
ENZ_00000269,enzyme,D01582,hsa10,268,0,0,268,0
ENZ_00000270,enzyme,D01665,hsa10,269,0,0,269,0
ENZ_00000271,enzyme,D01667,hsa10,270,0,0,270,0
ENZ_00000272,enzyme,D01688,hsa10,271,0,0,271,0
ENZ_00000273,enzyme,D01690,hsa10,272,0,0,272,0
ENZ_00000274,enzyme,D01704,hsa10,273,0,0,273,0
ENZ_00000275,enzyme,D01709,hsa10,274,0,0,274,0
ENZ_00000276,enzyme,D01712,hsa10,275,0,0,275,0
ENZ_00000277,enzyme,D01715,hsa10,276,0,0,276,0
ENZ_00000278,enzyme,D01718,hsa10,277,0,0,277,0
ENZ_00000279,enzyme,D01747,hsa10,278,0,0,278,0
ENZ_00000280,enzyme,D01765,hsa10,279,0,0,279,0
ENZ_00000281,enzyme,D01767,hsa10,280,0,0,280,0
ENZ_00000282,enzyme,D01811,hsa10,281,0,0,281,0
ENZ_00000283,enzyme,D01825,hsa10,282,0,0,282,0
ENZ_00000284,enzyme,D01828,hsa10,283,0,0,283,0
ENZ_00000285,enzyme,D01840,hsa10,284,0,0,284,0
ENZ_00000286,enzyme,D01842,hsa10,285,0,0,285,0
ENZ_00000287,enzyme,D01844,hsa10,286,0,0,286,0
ENZ_00000288,enzyme,D01862,hsa10,287,0,0,287,0
ENZ_00000289,enzyme,D01866,hsa10,288,0,0,288,0
ENZ_00000290,enzyme,D01885,hsa10,289,0,0,289,0
ENZ_00000291,enzyme,D01888,hsa10,290,0,0,290,0
ENZ_00000292,enzyme,D01900,hsa10,291,0,0,291,0
ENZ_00000293,enzyme,D01907,hsa10,292,0,0,292,0
ENZ_00000294,enzyme,D01911,hsa10,293,0,0,293,0
ENZ_00000295,enzyme,D01915,hsa10,294,0,0,294,0
ENZ_00000296,enzyme,D01918,hsa10,295,0,0,295,0
ENZ_00000297,enzyme,D01966,hsa10,296,0,0,296,0
ENZ_00000298,enzyme,D01968,hsa10,297,0,0,297,0
ENZ_00000299,enzyme,D01973,hsa10,298,0,0,298,0
ENZ_00000300,enzyme,D01974,hsa10,299,0,0,299,0
ENZ_00000301,enzyme,D01977,hsa10,300,0,0,300,0
ENZ_00000302,enzyme,D01981,hsa10,301,0,0,301,0
ENZ_00000303,enzyme,D01984,hsa10,302,0,0,302,0
ENZ_00000304,enzyme,D02008,hsa10,303,0,0,303,0
ENZ_00000305,enzyme,D02017,hsa10,304,0,0,304,0
ENZ_00000306,enzyme,D02042,hsa10,305,0,0,305,0
ENZ_00000307,enzyme,D02068,hsa10,306,0,0,306,0
ENZ_00000308,enzyme,D02110,hsa10,307,0,0,307,0
ENZ_00000309,enzyme,D02115,hsa10,308,0,0,308,0
ENZ_00000310,enzyme,D02166,hsa10,309,0,0,309,0
ENZ_00000311,enzyme,D02168,hsa10,310,0,0,310,0
ENZ_00000312,enzyme,D02173,hsa10,311,0,0,311,0
ENZ_00000313,enzyme,D02176,hsa10,312,0,0,312,0
ENZ_00000314,enzyme,D02193,hsa10,313,0,0,313,0
ENZ_00000315,enzyme,D02194,hsa10,314,0,0,314,0
ENZ_00000316,enzyme,D02214,hsa10,315,0,0,315,0
ENZ_00000317,enzyme,D02229,hsa10,316,0,0,316,0
ENZ_00000318,enzyme,D02258,hsa10,317,0,0,317,0
ENZ_00000319,enzyme,D02267,hsa10,318,0,0,318,0
ENZ_00000320,enzyme,D02289,hsa10,319,0,0,319,0
ENZ_00000321,enzyme,D02290,hsa10,320,0,0,320,0
ENZ_00000322,enzyme,D02304,hsa10,321,0,0,321,0
ENZ_00000323,enzyme,D02308,hsa10,322,0,0,322,0
ENZ_00000324,enzyme,D02315,hsa10,323,0,0,323,0
ENZ_00000325,enzyme,D02321,hsa10,324,0,0,324,0
ENZ_00000326,enzyme,D02323,hsa10,325,0,0,325,0
ENZ_00000327,enzyme,D02328,hsa10,326,0,0,326,0
ENZ_00000328,enzyme,D02333,hsa10,327,0,0,327,0
ENZ_00000329,enzyme,D02335,hsa10,328,0,0,328,0
ENZ_00000330,enzyme,D02341,hsa10,329,0,0,329,0
ENZ_00000331,enzyme,D02342,hsa10,330,0,0,330,0
ENZ_00000332,enzyme,D02350,hsa10,331,0,0,331,0
ENZ_00000333,enzyme,D02355,hsa10,332,0,0,332,0
ENZ_00000334,enzyme,D02356,hsa10,333,0,0,333,0
ENZ_00000335,enzyme,D02368,hsa10,334,0,0,334,0
ENZ_00000336,enzyme,D02375,hsa10,335,0,0,335,0
ENZ_00000337,enzyme,D02418,hsa10,336,0,0,336,0
ENZ_00000338,enzyme,D02441,hsa10,337,0,0,337,0
ENZ_00000339,enzyme,D02451,hsa10,338,0,0,338,0
ENZ_00000340,enzyme,D02487,hsa10,339,0,0,339,0
ENZ_00000341,enzyme,D02556,hsa10,340,0,0,340,0
ENZ_00000342,enzyme,D02558,hsa10,341,0,0,341,0
ENZ_00000343,enzyme,D02559,hsa10,342,0,0,342,0
ENZ_00000344,enzyme,D02560,hsa10,343,0,0,343,0
ENZ_00000345,enzyme,D02561,hsa10,344,0,0,344,0
ENZ_00000346,enzyme,D02562,hsa10,345,0,0,345,0
ENZ_00000347,enzyme,D02563,hsa10,346,0,0,346,0
ENZ_00000348,enzyme,D02564,hsa10,347,0,0,347,0
ENZ_00000349,enzyme,D02566,hsa10,348,0,0,348,0
ENZ_00000350,enzyme,D02579,hsa10,349,0,0,349,0
ENZ_00000351,enzyme,D02580,hsa10,350,0,0,350,0
ENZ_00000352,enzyme,D02581,hsa10,351,0,0,351,0
ENZ_00000353,enzyme,D02655,hsa10,352,0,0,352,0
ENZ_00000354,enzyme,D02671,hsa10,353,0,0,353,0
ENZ_00000355,enzyme,D02698,hsa10,354,0,0,354,0
ENZ_00000356,enzyme,D02709,hsa10,355,0,0,355,0
ENZ_00000357,enzyme,D02729,hsa10,356,0,0,356,0
ENZ_00000358,enzyme,D02731,hsa10,357,0,0,357,0
ENZ_00000359,enzyme,D02756,hsa10,358,0,0,358,0
ENZ_00000360,enzyme,D02769,hsa10,359,0,0,359,0
ENZ_00000361,enzyme,D02835,hsa10,360,0,0,360,0
ENZ_00000362,enzyme,D02880,hsa10,361,0,0,361,0
ENZ_00000363,enzyme,D03012,hsa10,362,0,0,362,0
ENZ_00000364,enzyme,D03034,hsa10,363,0,0,363,0
ENZ_00000365,enzyme,D03077,hsa10,364,0,0,364,0
ENZ_00000366,enzyme,D03115,hsa10,365,0,0,365,0
ENZ_00000367,enzyme,D03208,hsa10,366,0,0,366,0
ENZ_00000368,enzyme,D03217,hsa10,367,0,0,367,0
ENZ_00000369,enzyme,D03218,hsa10,368,0,0,368,0
ENZ_00000370,enzyme,D03252,hsa10,369,0,0,369,0
ENZ_00000371,enzyme,D03260,hsa10,370,0,0,370,0
ENZ_00000372,enzyme,D03350,hsa10,371,0,0,371,0
ENZ_00000373,enzyme,D03365,hsa10,372,0,0,372,0
ENZ_00000374,enzyme,D03433,hsa10,373,0,0,373,0
ENZ_00000375,enzyme,D03440,hsa10,374,0,0,374,0
ENZ_00000376,enzyme,D03601,hsa10,375,0,0,375,0
ENZ_00000377,enzyme,D03643,hsa10,376,0,0,376,0
ENZ_00000378,enzyme,D03670,hsa10,377,0,0,377,0
ENZ_00000379,enzyme,D03689,hsa10,378,0,0,378,0
ENZ_00000380,enzyme,D03710,hsa10,379,0,0,379,0
ENZ_00000381,enzyme,D03712,hsa10,380,0,0,380,0
ENZ_00000382,enzyme,D03714,hsa10,381,0,0,381,0
ENZ_00000383,enzyme,D03716,hsa10,382,0,0,382,0
ENZ_00000384,enzyme,D03717,hsa10,383,0,0,383,0
ENZ_00000385,enzyme,D03720,hsa10,384,0,0,384,0
ENZ_00000386,enzyme,D03722,hsa10,385,0,0,385,0
ENZ_00000387,enzyme,D03728,hsa10,386,0,0,386,0
ENZ_00000388,enzyme,D03731,hsa10,387,0,0,387,0
ENZ_00000389,enzyme,D03733,hsa10,388,0,0,388,0
ENZ_00000390,enzyme,D03734,hsa10,389,0,0,389,0
ENZ_00000391,enzyme,D03735,hsa10,390,0,0,390,0
ENZ_00000392,enzyme,D03736,hsa10,391,0,0,391,0
ENZ_00000393,enzyme,D03738,hsa10,392,0,0,392,0
ENZ_00000394,enzyme,D03741,hsa10,393,0,0,393,0
ENZ_00000395,enzyme,D03743,hsa10,394,0,0,394,0
ENZ_00000396,enzyme,D03745,hsa10,395,0,0,395,0
ENZ_00000397,enzyme,D03751,hsa10,396,0,0,396,0
ENZ_00000398,enzyme,D03752,hsa10,397,0,0,397,0
ENZ_00000399,enzyme,D03753,hsa10,398,0,0,398,0
ENZ_00000400,enzyme,D03756,hsa10,399,0,0,399,0
ENZ_00000401,enzyme,D03758,hsa10,400,0,0,400,0
ENZ_00000402,enzyme,D03760,hsa10,401,0,0,401,0
ENZ_00000403,enzyme,D03763,hsa10,402,0,0,402,0
ENZ_00000404,enzyme,D03765,hsa10,403,0,0,403,0
ENZ_00000405,enzyme,D03767,hsa10,404,0,0,404,0
ENZ_00000406,enzyme,D03769,hsa10,405,0,0,405,0
ENZ_00000407,enzyme,D03772,hsa10,406,0,0,406,0
ENZ_00000408,enzyme,D03773,hsa10,407,0,0,407,0
ENZ_00000409,enzyme,D03775,hsa10,408,0,0,408,0
ENZ_00000410,enzyme,D03776,hsa10,409,0,0,409,0
ENZ_00000411,enzyme,D03778,hsa10,410,0,0,410,0
ENZ_00000412,enzyme,D03781,hsa10,411,0,0,411,0
ENZ_00000413,enzyme,D03784,hsa10,412,0,0,412,0
ENZ_00000414,enzyme,D03787,hsa10,413,0,0,413,0
ENZ_00000415,enzyme,D03788,hsa10,414,0,0,414,0
ENZ_00000416,enzyme,D03798,hsa10,415,0,0,415,0
ENZ_00000417,enzyme,D03803,hsa10,416,0,0,416,0
ENZ_00000418,enzyme,D03805,hsa10,417,0,0,417,0
ENZ_00000419,enzyme,D03806,hsa10,418,0,0,418,0
ENZ_00000420,enzyme,D03807,hsa10,419,0,0,419,0
ENZ_00000421,enzyme,D03816,hsa10,420,0,0,420,0
ENZ_00000422,enzyme,D03822,hsa10,421,0,0,421,0
